Timestamp,Game ID:,Match Date:,Match Type:,1st Place (Player ID):,1st Place (Corp):,1st Place (Score):,2nd Place (Player ID):,2nd Place (Corp):,2nd Place (Score):,3rd Place (Player ID):,3rd Place (Corp):,3rd Place (Score):,(*For Ties Only*) 1st Place (MC):,(*For Ties Only*) 2nd Place (MC):,(*For Ties Only*) 3rd Place (MC):,Video:,Discord Post:
8/26/2021 20:45:33,A0213,8/26/2021,Season 2,ScratchesTheBear,Tharsis Republic,71,deantheatre,Teractor,64,Cow_Boy,Saturn Systems,58,,,,,"1st - ScratchesTheBear (71 VP, Tharsis Republic) // 2nd - deantheatre (64 VP, Teractor) // 3rd - Cow_Boy (58 VP, Saturn Systems)"
8/27/2021 15:30:45,A0239,8/27/2021,Season 2,Fltr,Ecoline,113,crazypuzz,Interplanetary Cinematics,108,Dead_Bone,Phobolog,90,,,,,"1st - Fltr (113 VP, Ecoline) // 2nd - crazypuzz (108 VP, Interplanetary Cinematics) // 3rd - Dead_Bone (90 VP, Phobolog)"
8/29/2021 9:22:54,A0359,8/29/2021,Season 2,fly4777_3P,Helion,75,shermrah,Credicor,65,Thedred,Thorgate,52,,,,https://www.twitch.tv/videos/1133012277,"1st - fly4777_3P (75 VP, Helion) // 2nd - shermrah (65 VP, Credicor) // 3rd - Thedred (52 VP, Thorgate)"
8/29/2021 15:15:01,A0253,8/29/2021,Season 2,anthracite,Credicor,72,teamsquish,Saturn Systems,59,Cyphen,Teractor,54,,,,,"1st - anthracite (72 VP, Credicor) // 2nd - teamsquish (59 VP, Saturn Systems) // 3rd - Cyphen (54 VP, Teractor)"
8/29/2021 15:56:12,A0219,8/29/2021,Season 2,Petrifis,Phobolog,81,BreadEnthusiast,Mining Guild,80,Scottmars,Interplanetary Cinematics,79,,,,,"1st - Petrifis (81 VP, Phobolog) // 2nd - BreadEnthusiast (80 VP, Mining Guild) // 3rd - Scottmars (79 VP, Interplanetary Cinematics)"
8/29/2021 19:22:40,A0209,8/29/2021,Season 2,Cyphen,Tharsis Republic,102,hlambert033,Credicor,79,Brendan18363,Mining Guild,76,,,,,"1st - Cyphen (102 VP, Tharsis Republic) // 2nd - hlambert033 (79 VP, Credicor) // 3rd - Brendan18363 (76 VP, Mining Guild)"
8/30/2021 13:45:21,A0278,8/30/2021,Season 2,lisiacz,Interplanetary Cinematics,92,Vinkepl,Inventrix,67,Lazlo23,Mining Guild,60,,,,,"1st - lisiacz (92 VP, Interplanetary Cinematics) // 2nd - Vinkepl (67 VP, Inventrix) // 3rd - Lazlo23 (60 VP, Mining Guild)"
8/30/2021 21:34:25,A0255,8/30/2021,Season 2,MrKnollItAll,United Nations Mars Initiative,86,ragingduck,Ecoline,81,Brendan18363,Mining Guild,77,,,,,"1st - MrKnollItAll (86 VP, United Nations Mars Initiative) // 2nd - ragingduck (81 VP, Ecoline) // 3rd - Brendan18363 (77 VP, Mining Guild)"
8/31/2021 13:28:06,A0230,8/31/2021,Season 2,Inspe,Mining Guild,85,LambTree,Saturn Systems,71,LuisXIV,Ecoline,64,,,,,"1st - Inspe (85 VP, Mining Guild) // 2nd - LambTree (71 VP, Saturn Systems) // 3rd - LuisXIV (64 VP, Ecoline)"
8/31/2021 13:45:40,A0294,8/31/2021,Season 2,Nekiyan,Ecoline,84,Andre_Kappa,Tharsis Republic,70,Rinmay87,Inventrix,66,,,,,"1st - Nekiyan (84 VP, Ecoline) // 2nd - Andre_Kappa (70 VP, Tharsis Republic) // 3rd - Rinmay87 (66 VP, Inventrix)"
8/31/2021 13:56:19,A0323,8/31/2021,Season 2,Finnsane,Saturn Systems,91,Yoshikuru,Tharsis Republic,86,Vinkepl,Thorgate,83,,,,,"1st - Finnsane (91 VP, Saturn Systems) // 2nd - Yoshikuru (86 VP, Tharsis Republic) // 3rd - Vinkepl (83 VP, Thorgate)"
8/31/2021 15:05:37,A0052,8/31/2021,Season 2,Smior,Saturn Systems,135,MistPudim,Interplanetary Cinematics,83,lisiacz,Credicor,83,,58,48,,"1st - Smior (135 VP, Saturn Systems) // 2nd - MistPudim (83 VP, Interplanetary Cinematics) // 3rd - lisiacz (83 VP, Credicor)"
8/31/2021 15:11:25,A0290,8/31/2021,Season 2,TheNerdyPlayboy,Credicor,72,HighlanderKG,Inventrix,66,Twigg96wafc,Thorgate,62,,,,,"1st - TheNerdyPlayboy (72 VP, Credicor) // 2nd - HighlanderKG (66 VP, Inventrix) // 3rd - Twigg96wafc (62 VP, Thorgate)"
9/1/2021 14:03:29,A0284,9/1/2021,Season 2,Fltr,Tharsis Republic,114,Andrewcool,Credicor,72,Chipsmon,Mining Guild,72,,61,50,,"1st - Fltr (114 VP, Tharsis Republic) // 2nd - Andrewcool (72 VP, Credicor) // 3rd - Chipsmon (72 VP, Mining Guild)"
9/2/2021 13:48:15,A0277,9/2/2021,Season 2,Yoshikuru,Ecoline,97,Smior,Interplanetary Cinematics,90,MistPudim,Tharsis Republic,70,,,,,"1st - Yoshikuru (97 VP, Ecoline) // 2nd - Smior (90 VP, Interplanetary Cinematics) // 3rd - MistPudim (70 VP, Tharsis Republic)"
9/2/2021 14:06:07,A0182,9/2/2021,Season 2,Broman,Tharsis Republic,84,rybisznurek,Saturn Systems,74,Matjaas,Mining Guild,73,,,,,"1st - Broman (84 VP, Tharsis Republic) // 2nd - rybisznurek (74 VP, Saturn Systems) // 3rd - Matjaas (73 VP, Mining Guild)"
9/2/2021 14:15:23,A0198,9/2/2021,Season 2,Sickysoka,Teractor,122,KromCoconut,Saturn Systems,101,Venophile,Credicor,85,,,,,"1st - Sickysoka (122 VP, Teractor) // 2nd - KromCoconut (101 VP, Saturn Systems) // 3rd - Venophile (85 VP, Credicor)"
9/2/2021 15:43:28,A0195,9/2/2021,Season 2,crazypuzz,United Nations Mars Initiative,105,Biccis90,Tharsis Republic,105,Andrewcool,Thorgate,78,84,59,,,"1st - crazypuzz (105 VP, United Nations Mars Initiative) // 2nd - Biccis90 (105 VP, Tharsis Republic) // 3rd - Andrewcool (78 VP, Thorgate)"
9/2/2021 16:08:46,A0197,9/3/2021,Season 2,Ghaleon,Teractor,84,Milestone Party,Mining Guild,84,HighTac,Inventrix,75,68,56,,,"1st - Ghaleon (84 VP, Teractor) // 2nd - Milestone Party (84 VP, Mining Guild) // 3rd - HighTac (75 VP, Inventrix)"
9/3/2021 8:36:38,A0200,9/3/2021,Season 2,adysk,Interplanetary Cinematics,77,PapáDeAzúcar,Ecoline,67,TheNerdyPlayboy,Credicor,65,,,,,"1st - adysk (77 VP, Interplanetary Cinematics) // 2nd - PapáDeAzúcar (67 VP, Ecoline) // 3rd - TheNerdyPlayboy (65 VP, Credicor)"
9/3/2021 13:48:53,A0330,9/3/2021,Season 2,Dead_Bone,Mining Guild,84,rinu100,Helion,61,Andrewcool,Credicor,54,,,,,"1st - Dead_Bone (84 VP, Mining Guild) // 2nd - rinu100 (61 VP, Helion) // 3rd - Andrewcool (54 VP, Credicor)"
9/3/2021 14:20:54,A0189,9/3/2021,Season 2,lisiacz,Interplanetary Cinematics,79,Yoshikuru,Thorgate,78,Laranjo,Tharsis Republic,61,,,,,"1st - lisiacz (79 VP, Interplanetary Cinematics) // 2nd - Yoshikuru (78 VP, Thorgate) // 3rd - Laranjo (61 VP, Tharsis Republic)"
9/3/2021 14:46:55,A0183,9/3/2021,Season 2,Stayfun,Credicor,104,herius93,Interplanetary Cinematics,104,MartianTomato,Tharsis Republic,85,72,58,,,"1st - Stayfun (104 VP, Credicor) // 2nd - herius93 (104 VP, Interplanetary Cinematics) // 3rd - MartianTomato (85 VP, Tharsis Republic)"
9/4/2021 9:10:08,A0205,9/4/2021,Season 2,Private O'Malley,Teractor,80,hazMatt,Credicor,68,TimFinnegan,Helion,67,,,,https://www.twitch.tv/videos/1138765143,"1st - Private O'Malley (80 VP, Teractor) // 2nd - hazMatt (68 VP, Credicor) // 3rd - TimFinnegan (67 VP, Helion)"
9/4/2021 13:53:50,A0191,9/4/2021,Season 2,paranoidsnail,Interplanetary Cinematics,79,KarlikMeister,Ecoline,66,Keenankj,Saturn Systems,60,,,,,"1st - paranoidsnail (79 VP, Interplanetary Cinematics) // 2nd - KarlikMeister (66 VP, Ecoline) // 3rd - Keenankj (60 VP, Saturn Systems)"
9/4/2021 17:34:02,A0217,9/4/2021,Season 2,EliteNEET,Interplanetary Cinematics,94,splitalterego,Helion,87,jjworshipleader,United Nations Mars Initiative,44,,,,,"1st - EliteNEET (94 VP, Interplanetary Cinematics) // 2nd - splitalterego (87 VP, Helion) // 3rd - jjworshipleader (44 VP, United Nations Mars Initiative)"
9/4/2021 20:01:52,A0257,9/4/2021,Season 2,Tjreid1,Credicor,109,tmfan,Mining Guild,107,ScratchesTheBear,Thorgate,83,,,,https://www.twitch.tv/videos/1139294142,"1st - Tjreid1 (109 VP, Credicor) // 2nd - tmfan (107 VP, Mining Guild) // 3rd - ScratchesTheBear (83 VP, Thorgate)"
9/5/2021 18:35:56,A0256,9/5/2021,Season 2,ThreadPacifist,Tharsis Republic,103,GoBirds,Inventrix,98,Cow_Boy,Saturn Systems,81,,,,https://www.twitch.tv/videos/1140201816,"1st - ThreadPacifist (103 VP, Tharsis Republic) // 2nd - GoBirds (98 VP, Inventrix) // 3rd - Cow_Boy (81 VP, Saturn Systems)"
9/6/2021 21:04:47,A0250,9/6/2021,Season 2,Private O'Malley,Mining Guild,93,Roto von Bismarck,Teractor,75,Irather Nottell,Phobolog,51,,,,https://www.twitch.tv/videos/1141319625,"1st - Private O'Malley (93 VP, Mining Guild) // 2nd - Roto von Bismarck (75 VP, Teractor) // 3rd - Irather Nottell (51 VP, Phobolog)"
9/7/2021 20:48:39,A0258,9/7/2021,Season 2,deantheatre,Teractor,90,Omar Lapince,Credicor,75,StandByForHorseConch,Thorgate,71,,,,,"1st - deantheatre (90 VP, Teractor) // 2nd - Omar Lapince (75 VP, Credicor) // 3rd - StandByForHorseConch (71 VP, Thorgate)"
9/7/2021 21:27:57,A0305,9/7/2021,Season 2,ecologist,Inventrix,75,Mars University,Saturn Systems,62,SorryDave,Credicor,62,,68,60,https://www.twitch.tv/videos/1142295152,"1st - ecologist (75 VP, Inventrix) // 2nd - Mars University (62 VP, Saturn Systems) // 3rd - SorryDave (62 VP, Credicor)"
9/8/2021 5:21:09,A0288,9/7/2021,Season 2,Milestone Party,Saturn Systems,119,boomata,Thorgate,77,Sickysoka,Credicor,74,,,,,"1st - Milestone Party (119 VP, Saturn Systems) // 2nd - boomata (77 VP, Thorgate) // 3rd - Sickysoka (74 VP, Credicor)"
9/8/2021 13:12:31,A0141,9/8/2021,Season 2,Polukranos,Credicor,81,Martinaturis,Mining Guild,75,jszhmann,Teractor,65,,,,,"1st - Polukranos (81 VP, Credicor) // 2nd - Martinaturis (75 VP, Mining Guild) // 3rd - jszhmann (65 VP, Teractor)"
9/8/2021 15:28:20,A0279,9/8/2021,Season 2,DonnieDarko84,Interplanetary Cinematics,89,Finnsane,Thorgate,75,Laranjo,Phobolog,68,,,,,"1st - DonnieDarko84 (89 VP, Interplanetary Cinematics) // 2nd - Finnsane (75 VP, Thorgate) // 3rd - Laranjo (68 VP, Phobolog)"
9/8/2021 16:07:46,A0334,9/9/2021,Season 2,Druen,Saturn Systems,99,TheNerdyPlayboy,Credicor,75,Cromemox,Teractor,63,,,,,"1st - Druen (99 VP, Saturn Systems) // 2nd - TheNerdyPlayboy (75 VP, Credicor) // 3rd - Cromemox (63 VP, Teractor)"
9/8/2021 20:14:03,A0263,9/8/2021,Season 2,splitalterego,Mining Guild,84,Petrifis,Inventrix,84,A1RO,Teractor,74,50,48,,,"1st - splitalterego (84 VP, Mining Guild) // 2nd - Petrifis (84 VP, Inventrix) // 3rd - A1RO (74 VP, Teractor)"
9/9/2021 5:41:55,A0147,9/9/2021,Season 2,Keenankj,Ecoline,91,Jimaros2004,Saturn Systems,66,KarlikMeister,Teractor,55,,,,,"1st - Keenankj (91 VP, Ecoline) // 2nd - Jimaros2004 (66 VP, Saturn Systems) // 3rd - KarlikMeister (55 VP, Teractor)"
9/9/2021 8:45:18,A0225,9/9/2021,Season 2,shermrah,Helion,74,screamcfc,Interplanetary Cinematics,66,monkeyjunkk,Tharsis Republic,55,,,,,"1st - shermrah (74 VP, Helion) // 2nd - screamcfc (66 VP, Interplanetary Cinematics) // 3rd - monkeyjunkk (55 VP, Tharsis Republic)"
9/9/2021 13:32:55,A0184,9/9/2021,Season 2,Belemil,Teractor,90,Flery,Saturn Systems,79,illegal,Phobolog,79,,70,49,,"1st - Belemil (90 VP, Teractor) // 2nd - Flery (79 VP, Saturn Systems) // 3rd - illegal (79 VP, Phobolog)"
9/9/2021 13:55:21,A0329,9/9/2021,Season 2,Fltr,Inventrix,73,Biccis90,Teractor,62,TAMPNGFABRIKEN,Credicor,59,,,,,"1st - Fltr (73 VP, Inventrix) // 2nd - Biccis90 (62 VP, Teractor) // 3rd - TAMPNGFABRIKEN (59 VP, Credicor)"
9/9/2021 20:35:55,A0306,9/9/2021,Season 2,SomeGlitch,Teractor,131,Big Don,Saturn Systems,91,Kkenne5,Mining Guild,87,,,,,"1st - SomeGlitch (131 VP, Teractor) // 2nd - Big Don (91 VP, Saturn Systems) // 3rd - Kkenne5 (87 VP, Mining Guild)"
9/10/2021 8:24:11,A0356,9/9/2021,Season 2,enoon,Mining Guild,112,musicforlife121,Tharsis Republic,89,h0dgep0dge,Helion,79,,,,https://www.twitch.tv/videos/1144175515                    https://youtu.be/eNeiDilcicw,"1st - enoon (112 VP, Mining Guild) // 2nd - musicforlife121 (89 VP, Tharsis Republic) // 3rd - h0dgep0dge (79 VP, Helion)"
9/11/2021 19:36:50,A0264,9/11/2021,Season 2,Je-Nas,Tharsis Republic,70,jjworshipleader,United Nations Mars Initiative,63,BreadEnthusiast,Inventrix,61,,,,https://youtu.be/Zhd5Bhsmzck,"1st - Je-Nas (70 VP, Tharsis Republic) // 2nd - jjworshipleader (63 VP, United Nations Mars Initiative) // 3rd - BreadEnthusiast (61 VP, Inventrix)"
9/12/2021 8:14:09,A0292,9/12/2021,Season 2,regolith eaters,Mining Guild,89,MorianDavis,Tharsis Republic,74,efharisto,Saturn Systems,68,,,,,"1st - regolith eaters (89 VP, Mining Guild) // 2nd - MorianDavis (74 VP, Tharsis Republic) // 3rd - efharisto (68 VP, Saturn Systems)"
9/12/2021 15:33:28,A0246,9/12/2021,Season 2,TheNerdyPlayboy,Saturn Systems,113,Dahyunayeon,Inventrix,107,SquirtleLvl12,Ecoline,89,,,,,"1st - TheNerdyPlayboy (113 VP, Saturn Systems) // 2nd - Dahyunayeon (107 VP, Inventrix) // 3rd - SquirtleLvl12 (89 VP, Ecoline)"
9/12/2021 17:50:55,A0298,9/13/2021,Season 2,anthracite,Credicor,77,hlambert033,Teractor,69,MrKnollItAll,Saturn Systems,68,,,,,"1st - anthracite (77 VP, Credicor) // 2nd - hlambert033 (69 VP, Teractor) // 3rd - MrKnollItAll (68 VP, Saturn Systems)"
9/13/2021 15:26:12,A0231,9/13/2021,Season 2,Martinaturis,Mining Guild,89,Ladyfromafar,Thorgate,67,Flery,Teractor,55,,,,,"1st - Martinaturis (89 VP, Mining Guild) // 2nd - Ladyfromafar (67 VP, Thorgate) // 3rd - Flery (55 VP, Teractor)"
9/13/2021 19:33:21,A0295,9/13/2021,Season 2,RonaldMexico,Interplanetary Cinematics,75,Private O'Malley,United Nations Mars Initiative,74,dystopian citizen,Saturn Systems,66,,,,https://www.twitch.tv/videos/1148053399,"1st - RonaldMexico (75 VP, Interplanetary Cinematics) // 2nd - Private O'Malley (74 VP, United Nations Mars Initiative) // 3rd - dystopian citizen (66 VP, Saturn Systems)"
9/13/2021 19:37:54,A0218,9/13/2021,Season 2,Je-Nas,Tharsis Republic,96,A1RO,Thorgate,86,BrINClHOF,Ecoline,61,,,,https://youtu.be/-vVMqXqr1-4,"1st - Je-Nas (96 VP, Tharsis Republic) // 2nd - A1RO (86 VP, Thorgate) // 3rd - BrINClHOF (61 VP, Ecoline)"
9/14/2021 7:43:31,A0313,9/14/2021,Season 2,shadowmoonwalk,Ecoline,91,shermrah,Inventrix,90,T4Mars+KR,Forfeit,0,,,,,"1st - shadowmoonwalk (91 VP, Ecoline) // 2nd - shermrah (90 VP, Inventrix) // 3rd - T4Mars+KR (0 VP, Forfeit)"
9/14/2021 19:16:15,A0215,9/14/2021,Season 2,SomeGlitch,Phobolog,89,ARLONG573,Saturn Systems,83,SorryDave,Thorgate,63,,,,,"1st - SomeGlitch (89 VP, Phobolog) // 2nd - ARLONG573 (83 VP, Saturn Systems) // 3rd - SorryDave (63 VP, Thorgate)"
9/14/2021 19:32:08,A0301,9/14/2021,Season 2,ThreadPacifist,Credicor,95,Tjreid1,Mining Guild,82,deantheatre,Ecoline,81,,,,https://www.twitch.tv/videos/1148955604,"1st - ThreadPacifist (95 VP, Credicor) // 2nd - Tjreid1 (82 VP, Mining Guild) // 3rd - deantheatre (81 VP, Ecoline)"
9/15/2021 11:41:52,A0360,9/15/2021,Season 2,screamcfc,Phobolog,81,Harrison Gray Fallat,United Nations Mars Initiative,79,shadowmoonwalk,Saturn Systems,76,,,,,"1st - screamcfc (81 VP, Phobolog) // 2nd - Harrison Gray Fallat (79 VP, United Nations Mars Initiative) // 3rd - shadowmoonwalk (76 VP, Saturn Systems)"
9/15/2021 14:04:09,A0280,9/15/2021,Season 2,Jacob Cream,Teractor,67,Deginald,Interplanetary Cinematics,67,paranoidsnail,Inventrix,62,55,51,,,"1st - Jacob Cream (67 VP, Teractor) // 2nd - Deginald (67 VP, Interplanetary Cinematics) // 3rd - paranoidsnail (62 VP, Inventrix)"
9/15/2021 14:27:44,A0187,9/15/2021,Season 2,Vinkepl,Tharsis Republic,94,DonnieDarko84,Teractor,93,Smior,United Nations Mars Initiative,70,,,,,"1st - Vinkepl (94 VP, Tharsis Republic) // 2nd - DonnieDarko84 (93 VP, Teractor) // 3rd - Smior (70 VP, United Nations Mars Initiative)"
9/15/2021 20:25:53,A0252,9/15/2021,Season 2,kroshtron,Interplanetary Cinematics,95,hazMatt,Saturn Systems,78,dystopian citizen,Credicor,73,,,,,"1st - kroshtron (95 VP, Interplanetary Cinematics) // 2nd - hazMatt (78 VP, Saturn Systems) // 3rd - dystopian citizen (73 VP, Credicor)"
9/16/2021 12:50:14,A0328,9/16/2021,Season 2,AwesomeAxolotl,Saturn Systems,86,crazypuzz,Phobolog,69,Chipsmon,Ecoline,66,,,,https://www.twitch.tv/videos/1150463965,"1st - AwesomeAxolotl (86 VP, Saturn Systems) // 2nd - crazypuzz (69 VP, Phobolog) // 3rd - Chipsmon (66 VP, Ecoline)"
9/16/2021 13:34:28,A0339,9/16/2021,Season 2,Rinmay87,Ecoline,77,MorianDavis,Saturn Systems,65,CaptainTSR,Helion,62,,,,,"1st - Rinmay87 (77 VP, Ecoline) // 2nd - MorianDavis (65 VP, Saturn Systems) // 3rd - CaptainTSR (62 VP, Helion)"
9/16/2021 15:04:21,A0232,9/16/2021,Season 2,Finnsane,Credicor,106,Smior,Ecoline,95,lisiacz,Mining Guild,81,,,,,"1st - Finnsane (106 VP, Credicor) // 2nd - Smior (95 VP, Ecoline) // 3rd - lisiacz (81 VP, Mining Guild)"
9/16/2021 20:36:25,A0303,9/16/2021,Season 2,GoBirds,Thorgate,85,ScratchesTheBear,Interplanetary Cinematics,78,StandByForHorseConch,Ecoline,68,,,,,"1st - GoBirds (85 VP, Thorgate) // 2nd - ScratchesTheBear (78 VP, Interplanetary Cinematics) // 3rd - StandByForHorseConch (68 VP, Ecoline)"
9/16/2021 22:44:00,A0344,9/16/2021,Season 2,JustMartianThings,Interplanetary Cinematics,96,Cyphen,Mining Guild,92,MrKnollItAll,Inventrix,81,,,,,"1st - JustMartianThings (96 VP, Interplanetary Cinematics) // 2nd - Cyphen (92 VP, Mining Guild) // 3rd - MrKnollItAll (81 VP, Inventrix)"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"